Título,Autores,Fecha,URL,Fuente
,"Hongbo Wang;
Zongjie Wang;
Xiaojuan Ban;
Guangping Zeng;
Xuyan Tu",2005,,IEEE Xplore
,"Sheng-Guo Wang;
Ben Wang",2008,,IEEE Xplore
,"Warit Prawatmuang;
Daniel K. C. So",2012,,IEEE Xplore
,"Deren Li;
Zhenfeng Shao;
Xinyan Zhu;
Yixuan Zhu",2004,,IEEE Xplore
,"Xiang Fei;
Chuansheng Liu",2014,,IEEE Xplore
,"Cheng Guo;
Ruhan Zhuang;
Lifeng Yuan;
Bin Feng",2015,,IEEE Xplore
,"J.C. Cruz;
S. Ducasse",1999,,IEEE Xplore
,John Rennie,2010,,IEEE Xplore
,F. Harashima,1995,,IEEE Xplore
,"Kenny;
Nendi Suhendi Syafei;
Dessy Novita;
Arjon Turnip",2021,,IEEE Xplore
,Neepa K. Shah,2014,,IEEE Xplore
,"Minxia Liu;
Jianwen Ai;
Tongkai Ji",2012,,IEEE Xplore
,"Davide Adami;
Barbara Martini;
Andrea Sgambelluri;
Molka Gharbaoui;
Piero Castoldi;
Christian Callegari;
Lisa Donatini;
Stefano Giordano",2015,,IEEE Xplore
,"Preet Karia;
Vaibhav Jain;
Monik Shah;
Sarika Rane",2022,,IEEE Xplore
,"Lin Liu;
Xing Fang",2020,,IEEE Xplore
,"Yubin Zhong;
Zhuowu Lin;
Rongxi Chen;
Ruoning Xu",2009,,IEEE Xplore
,"Swati Sharma;
Nitisha Payal;
Ankur Kaushik;
Nitin Goel",2014,,IEEE Xplore
,"H.-N.N. Ma;
M. Evens;
D.A. Trace;
F. Naeymi-Rad",1992,,IEEE Xplore
,"Fei Wang;
Chengcheng Zhang",2009,,IEEE Xplore
,Lei You,2011,,IEEE Xplore
,Wang Peng,2008,,IEEE Xplore
,"L. Horvath;
I. J. Rudas",2008,,IEEE Xplore
,"Hikmat Achkar;
Fabienne Pennec;
David Peyrou;
Marc Sartor;
Robert Plana;
Patrick Pons",2008,,IEEE Xplore
,Kazuya Murata,2019,,IEEE Xplore
,"Bobbinpreet Kaur;
Amit Verma",2021,,IEEE Xplore
,"Chenyang Wu;
Jinbo Wang;
Xiaohua Wang;
Yunyun Ma",2018,,IEEE Xplore
,"Vijayakumar Kadappa;
Atul Negi",2018,,IEEE Xplore
,"Smriti Sachan;
Rohit Sharma;
Amit Sehgal",2021,,IEEE Xplore
,T. Vamos,1997,,IEEE Xplore
,"Xin Chang;
Beixing Li",2022,,IEEE Xplore
,"Ivan Septamihardja Prawira;
Diena Rauda Ramdania;
Arief Fatchul Huda;
Mohamad Irfan",2019,,IEEE Xplore
,"Zhao Rui;
Yu Yongquan;
Cheng Mingjun",2009,,IEEE Xplore
,"G. Jiang;
W. Chung;
G. Cybenko",2003,,IEEE Xplore
,"Yubin Zhong;
Honghai Mi;
Wangwei Zhong;
Jiayu Zhu",2009,,IEEE Xplore
,Bojan Kraut,2012,,IEEE Xplore
,"Jun-young Park;
Sung-kyo Park;
Jang-won Moon;
Chong-baek Park",2002,,IEEE Xplore
,"Christian Macanda;
Michel Cantagrel",2011,,IEEE Xplore
,"B. Som Garg;
A. Dixit;
K. Ashutosh",2023,,IEEE Xplore
,Fred Guterl,1983,,IEEE Xplore
,Jikui Du,2022,,IEEE Xplore
,"Hui-Shan Chen;
Yi-Lun Pan;
Chang-Hsing Wu;
His-En Yu;
Kuo-Yang Cheng;
Weicheng Huang",2012,,IEEE Xplore
,"Bangfan Liu;
Nan Jiang;
Xu Shui",2011,,IEEE Xplore
,"Jan-Peter Doomernik;
Marcel D. Brouwer",2020,,IEEE Xplore
,"A. B. Robert Petrunić;
C. Igor Orović;
i D.E. Vjeran Buselic",2014,,IEEE Xplore
,Ditdit Nugeraha Utama,2024,,IEEE Xplore
,"Man Yuan;
Xiaoli Guo;
Rui He;
Jianping Hu",2009,,IEEE Xplore
,L.O. Hoeft,1992,,IEEE Xplore
,Tzyh Jong Tam,2004,,IEEE Xplore
,"José Luis Calderón Choy;
Luis Camacho Caballero",2017,,IEEE Xplore
,Kamal Kumar Ranga,2015,,IEEE Xplore
,"L. Vadivukarasi;
P. Gomathi;
Ashok Kumar Digal;
Vasanthakumar C;
Atowar ul Islam;
S. Divya Jabili Devi",2024,,IEEE Xplore
,"Koji Okuhara;
Hao-Ching Hsia;
Kuang-Yih Yeh;
Hiroaki Ishii",2010,,IEEE Xplore
,"Aditya Rajendra More;
Onkar Balasaheb Shendkar;
Kunal Gorakshanath Pathak;
Prasad Dinesh Sanap;
Sachin Navnath Pachore;
P William",2023,,IEEE Xplore
,"Jingdong Wang;
Wenhui Wang;
Fanqi Meng;
Lina Zhou;
Shuang Guo",2023,,IEEE Xplore
,"Venkatesh Choppella;
K. Viswanath;
P. Manjula",2013,,IEEE Xplore
,"Xiaolan Xie;
Qinzhou Niu;
Jiantao Li",2006,,IEEE Xplore
,"Damir Muha;
Nevena Hrženjak;
Silvio Hrabar;
Davor Zaluški",2011,,IEEE Xplore
,James Hayes,2006,,IEEE Xplore
,"Wei-Jun Wu;
Wei Zhang;
Qi-feng Liu;
Chao Ni",2016,,IEEE Xplore
,"Tizian Schneider;
Steffen Klein;
Anne Blum;
Leonie Schirmer;
Rainer Müller;
Andreas Schütze",2019,,IEEE Xplore
,"Yi-Hung Cheng;
Jie Lu",2007,,IEEE Xplore
,"Zhang Juqing;
Xin Yafang",2011,,IEEE Xplore
,"Delwar Hossain;
Muhammad Abdullah Adnan",2018,,IEEE Xplore
,"J. Jeyachidra;
T. Logesh;
K. Nandhini;
R. Krithiga",2023,,IEEE Xplore
,"Suvadip Mukherjee;
Barry Condron;
Scott T. Acton",2013,,IEEE Xplore
,B. Inwood,1994,,IEEE Xplore
,"Shilei Zhang;
Tianli Huang;
Wanyun Yin;
Lanmin Xie",2023,,IEEE Xplore
,"Junjiang Xiang;
Xiao Hu;
Jiamin Ou",2020,,IEEE Xplore
,"Haiyue Fu;
Manchun Li;
Zhenjie Chen;
Qian Li;
Wei Hu",2010,,IEEE Xplore
,"Genki Uryu;
Kenji Funahashi;
Shinji Mizuno",2022,,IEEE Xplore
,Hanrong Chen,2013,,IEEE Xplore
,Irit Hadar,2023,,IEEE Xplore
,"Gennady Andrienko;
Natalia Andrienko;
Wei Chen;
Ross Maciejewski;
Ye Zhao",2017,,IEEE Xplore
,Ashraf Alam,2022,,IEEE Xplore
,"Isabelle M. L. Souza;
Wilkerson L. Andrade;
Lívia M. R. Sampaio;
Ana Liz Souto O. Araujo",2018,,IEEE Xplore
,"Victor J. Marin;
Tobin Pereira;
Srinivas Sridharan;
Carlos R. Rivero",2017,,IEEE Xplore
,"Eleni Vrochidou;
Aouatif Najoua;
Chris Lytridis;
Michail Salonidis;
Vassilios Ferelis;
George A. Papakostas",2018,,IEEE Xplore
,"Jennifer Cross;
Christopher Bartley;
Emily Hamner;
Illah Nourbakhsh",2013,,IEEE Xplore
,"Daniela Giordano;
Francesco Maiorana",2015,,IEEE Xplore
,"Miguel Á. Conde;
Francisco J. Rodríguez Sedano;
Camino Fernández-Llamas;
José Gonçalves;
José Lima;
Francisco J. García-Peñalvo",2020,,IEEE Xplore
,"Mária Csernoch;
Tímea Nagy;
Keve Nagy;
Júlia Csernoch;
Carolin Hannusch",2024,,IEEE Xplore
,"Ilias O. Pappas;
Sofia Papavlasopoulou;
Michail N. Giannakos;
Demetrios G. Sampson",2017,,IEEE Xplore
,"Alexander Steinmaurer;
David Eckhard;
Julius Dreveny;
Christian Gütl",2022,,IEEE Xplore
,"Muhammad Ali;
Sehrish Munawar Cheema;
Nasir Ayub;
Ammerha Naz;
Zaheer Aslam",2022,,IEEE Xplore
,"David De Roure;
Pip Willcox",2017,,IEEE Xplore
,"Cheri Fancsali;
Sarah Klevan;
Zitsi Mirakhur",2021,,IEEE Xplore
,"Ta Nguyen Binh Duong;
Lwin Khin Shar;
Venky Shankararaman",2022,,IEEE Xplore
,"Pingzhang Gou;
Yuyue Han;
WenXuan Zhang",2021,,IEEE Xplore
,"Thulasi M. Santhi;
K. Srinivasan",2024,,IEEE Xplore
,"Matthias Müller;
Christian Schindler;
Kirshan Kumar Luhana;
Wolfgang Slany",2018,,IEEE Xplore
,"T. Okamoto;
M. Kayama;
H. Inoue",2002,,IEEE Xplore
,"Nouf Almujally;
Mike Joy",2020,,IEEE Xplore
,"Zengqing Wu;
Huizhong Liu;
Chuan Xiao",2024,,IEEE Xplore
,"T. Havlaskova;
T. Javorcik",2022,,IEEE Xplore
,Mitchel Resnick,1993,,IEEE Xplore
,"Ádám Gulácsi;
Nikolett Dienes-Gulácsi;
Róbert Tóth",2024,,IEEE Xplore
,"Daniel Manesh;
Andy Luu;
Mohammad Khalid;
Jiangyue Li;
Chinedu Okonkwo;
Abiola Akanmu;
Ibukun Awolusi;
Homero Murzi;
Sang Won Lee",2023,,IEEE Xplore
,"Mohammad Al Boni;
Seth Green;
Megan Stiles;
Katherine Harton;
Donald E. Brown",2018,,IEEE Xplore
,"Prakash Hegade;
Manjunath Netekal;
Ashok Shettar",2023,,IEEE Xplore
,"Shimin Zhang;
Minghui Tian;
Yuqing Li",2024,,IEEE Xplore
,"Michael Holly;
Lisa Habich;
Maria Seiser;
Florian Glawogger;
Kevin Innerebner;
Sandra Kupsa;
Philipp Einwallner;
Johanna Pirker",2024,,IEEE Xplore
,"Shuai Wang;
Liwei Ouyang;
Yong Yuan;
Xiaochun Ni;
Xuan Han;
Fei-Yue Wang",2019,,IEEE Xplore
,"Ling Yang;
Yimin Wang;
Di Miao;
Xiaoxian Duan",2025,,IEEE Xplore
,"Di Miao;
Yimin Wang;
Ling Yang;
Shihao Wei",2023,,IEEE Xplore
,"Wei-Yen Wang;
Min-Jie Hsu;
Yi-Hsing Chien;
Chen-Chien Hsu;
Hsin-Han Chiang;
Li-An Yu",2022,,IEEE Xplore
,"Ján Guniš;
Ľubomír Šnajder;
Anna Mišianiková;
Dominika Kotlárová;
Katarína Brinziková;
Andrea Lešková",2024,,IEEE Xplore
,"Zhenyi He;
Ruofei Du;
Ken Perlin",2020,,IEEE Xplore
,"R.H. Landau;
D. Vediner;
P. Wattanakasiwich;
K.R. Kyle",2002,,IEEE Xplore
,"Rebecca Y. Bayeck;
Joseph M. Bayeck",2024,,IEEE Xplore
,"Emily Lovell;
James Davis",2021,,IEEE Xplore
,"Vithushigan Jayatharan;
Dileeka Alwis",2023,,IEEE Xplore
,"Xinghua Fang;
Yixuan Shen;
Jian Zhou;
Athanasios A. Pantelous;
Mingxuan Zhao",2022,,IEEE Xplore
,"Li Xie;
Jiqun He;
Pengfei Cheng;
Runsha Xiao;
Xianghong Zhou",2019,,IEEE Xplore
,"Shyam Patidar;
Dheeraj Rane;
Pritesh Jain",2012,,IEEE Xplore
,Farzad Sabahi,2011,,IEEE Xplore
,L. Smith,1999,,IEEE Xplore
,D. M. Mackay,1974,,IEEE Xplore
,"Heta Acharya;
Rutvik Mehta;
Dheeraj Kumar Singh",2021,,IEEE Xplore
,R. Comerford,1994,,IEEE Xplore
,"Visit Hirankitti;
Jaturapith Krohkaew",2007,,IEEE Xplore
,"Alex Endert;
Remco Chang;
Chris North;
Michelle Zhou",2015,,IEEE Xplore
,"R. Kishore Kanna;
V. Subha Ramya;
Asraa Ahmed Khafel;
Kadim A. Jabbar;
Mustafa Al-Tahee;
Raed Khalid",2023,,IEEE Xplore
,Shuai Che,2014,,IEEE Xplore
,"Sabir Ismail;
M. Shahidur Rahman",2014,,IEEE Xplore
,"Tillal Eldabi;
Terry Young",2007,,IEEE Xplore
,"Bruce G. Elmegreen;
Susan M. Sanchez;
Alexander S. Szalay",2014,,IEEE Xplore
,"Ketan Tang;
Oscar C. Au;
Lu Fang;
Zhiding Yu;
Yuanfang Guo",2011,,IEEE Xplore
,"KangYoon Lee;
Neul Ha",2018,,IEEE Xplore
,"Chunyan Deng;
Zhiguo Zhou;
Wenqing Li;
Boyu Hou",2016,,IEEE Xplore
,"Bing-Hao Huang;
Bi-Ru Dai",2015,,IEEE Xplore
,"D. Chandramohan;
S. K. V. Jayakumar;
Shailesh Khapre;
M. S. Nanda Kishore",2011,,IEEE Xplore
,"Jun Liu;
Wenqian Shang;
Weiguo Lin",2018,,IEEE Xplore
,"G. Barbara Demo;
Giovanni Marcianò;
Simonetta Siega",2008,,IEEE Xplore
,"Veronica Caro;
Brandon Carter;
Sahil Dagli;
Mark Schissler;
Joanna Millunchick",2018,,IEEE Xplore
,"K.C. Santosh;
Abdel Belaïd",2013,,IEEE Xplore
,M.W. Krueger,1995,,IEEE Xplore
,"Xiang Yang;
Xuan Wang;
Wei Wang",2018,,IEEE Xplore
,"Nizar Omheni;
Anis Kalboussi;
Omar Mazhoud;
Ahmed Hadjkacem",2015,,IEEE Xplore
,"Ulrike Lucke;
Thais Castro",2016,,IEEE Xplore
,"Vijayaraghavan Varadharajan;
Alon Amid;
Sudhanshu Rai",2015,,IEEE Xplore
,"C.R. Simpson;
D. Reddy;
G.F. Riley",2006,,IEEE Xplore
,"C. Hansen;
M. Krogh;
J. Painter",1997,,IEEE Xplore
,"Beatrice Da Lio;
Anna V. Guglielmi;
Leonardo Badia",2015,,IEEE Xplore
,"K. Nithya;
S. Sathyapriya;
M. Sulochana;
S. Thaarini;
C. R. Dhivyaa",2022,,IEEE Xplore
,"Lihua Wu;
Yu Zhang",2011,,IEEE Xplore
,Keith W. Miller,2023,,IEEE Xplore
,"Ezz El-Din Hemdan;
D. H. Manjaiah",2016,,IEEE Xplore
,"Guo Lingling;
Yuan Man;
Fu Yu",2010,,IEEE Xplore
,"Hans Ehm;
Leon McGinnis;
Oliver Rose",2009,,IEEE Xplore
,"Zimei Liu;
Yun Chen;
Kefan Xie",2016,,IEEE Xplore
,"Myunggwon Hwang;
Pankoo Kim",2008,,IEEE Xplore
,"Yayu Gao;
Chengwei Zhang;
Xiaojun Hei;
Guohui Zhong",2019,,IEEE Xplore
,"Chen Zi-xia;
He Wei",2010,,IEEE Xplore
,"G. Turconi;
E. Di Perna",2000,,IEEE Xplore
,"Maria Ercsey-Ravasz;
Tamas Roska;
Zoltan Neda",2008,,IEEE Xplore
,"Ciprian-Bogdan Chirila;
Remy Raes;
Arthur Roland",2016,,IEEE Xplore
,"Eliana Gallardo-Echenique;
Luis Marqués Molias;
Oscar D. Gomez Cruz;
Ricardo De Lira Cruz",2019,,IEEE Xplore
,"Maha Jebalia;
Asma Ben Letaïfa;
Mohamed Hamdi;
Sami Tabbane",2014,,IEEE Xplore
,"Karnam Akhil;
A.Brahmananda Redddy;
Ragireddy Rahul Reddy;
Abhinav Borad",2022,,IEEE Xplore
,"K. Alsabti;
S. Ranka",1997,,IEEE Xplore
,Marius Cornea,2013,,IEEE Xplore
,"T. Anagnos;
P. Marek",1996,,IEEE Xplore
,"Shikha Maurya;
Vibha Pratap",2022,,IEEE Xplore
,"P.E. Gray;
G.P. Kuziej",1993,,IEEE Xplore
,"P. Kanchanamala;
Satish Muppidi",2016,,IEEE Xplore
,"Yung-Ping Fang;
I-Hsien Ting",2009,,IEEE Xplore
,Hongbo Wang,2021,,IEEE Xplore
,"Po-Chen Wu;
Jui-Hsin Lai;
Ja-Ling Wu;
Shao-Yi Chien",2012,,IEEE Xplore
,"Amal Allagui;
Imen Belhadj;
Nizar Aifaoui;
Moncef Hammadi;
Jean-Yves Choley",2021,,IEEE Xplore
,"Lihua Wu;
Yu Zhang",2011,,IEEE Xplore
,"Fatemehsadat Ghanadi Ladani;
Hamidreza Baradaran Kashani",2023,,IEEE Xplore
,"Jean-philippe Poli;
Jean Carrive",2006,,IEEE Xplore
,"Azer Hasnaoui;
Ikbel Mejri;
Manel Takrouni;
Marwa Ghdhafi;
Tahar Ezzeddine;
Salem Hasnaoui",2017,,IEEE Xplore
,"Yu-Cheng Lee;
Mei Lan Li;
Ching Yi Chen;
Ting-Ho Huang",2011,,IEEE Xplore
,"Pulagam Harichandan;
Ashish Jaiswal;
Sunil Kumar",2013,,IEEE Xplore
,"Kevin Hoarau;
Pierre Ugo Tournoux;
Tahiry Razafindralambo",2022,,IEEE Xplore
,"Gerhard Hasslinger;
Oliver Hohlfeld",2011,,IEEE Xplore
,Lamia Parven Khan,2023,,IEEE Xplore
,"Gustav Markkula;
Mehmet Dogar",2024,,IEEE Xplore
,Zhanmiao Guo,2022,,IEEE Xplore
,"A.D. Brown;
M. Zwolinski",2003,,IEEE Xplore
,Barry L. Nelson,2016,,IEEE Xplore
,"Unnati Koppikar;
Kaushik Mallibat;
Rohit Kanadakatla;
Gopalkrishna Joshi;
Vijayalakshmi M",2021,,IEEE Xplore
,"S. Baillie;
S. Brewster;
C. Hall;
J. O'Donnell",2005,,IEEE Xplore
,"Yude Yang;
Yanwei Feng",2015,,IEEE Xplore
,"Ashima Narang;
Deepali Gupta",2018,,IEEE Xplore
,"Jason Vallet;
Bruno Pinaud;
Guy Melançon",2014,,IEEE Xplore
,Bhavna Ambudkar,2013,,IEEE Xplore
,"Wei Zheng;
Lijuan Tan;
Chengbin Liu",2021,,IEEE Xplore
,"Sazan Kamal Sulaiman;
Rawshan Nuree Othman",2022,,IEEE Xplore
,"John Carlis;
Kelsey Bruso",2010,,IEEE Xplore
,"J.C. Becker;
L. Dagum",1992,,IEEE Xplore
,"Ermi Zhang;
Wanbing Shi",2021,,IEEE Xplore
,"Swetha V;
G Vadivu",2022,,IEEE Xplore
,"Megumi Takada;
Shun'ichi Tano;
Mitsuru Iwata;
Tomonori Hashiyama",2006,,IEEE Xplore
,"Fang Wan;
Jiaoli Zhou;
Ru Jing",2020,,IEEE Xplore
,"D.B. Karron;
J.L. Cox",1999,,IEEE Xplore
,"Bryan Head;
Arthur Hjorth;
Corey Brady;
Uri Wilensky",2015,,IEEE Xplore
,"Ru Qi Zhou;
Chun He Lu",2011,,IEEE Xplore
,"Xing Wu;
Xiao Yuan",2023,,IEEE Xplore
,"Alice Plebe;
Mauro Da Lio",2019,,IEEE Xplore
,"Lamia Parven Khan;
Anika Hossain;
Susmita Dey",2023,,IEEE Xplore
,"Paraskevas Evripidou;
Costas Kyriacou",2013,,IEEE Xplore
,"Da-Sheng Zhao;
Jing-Jing Song;
Tai-Hua Xu;
Eric C.C. Tsang",2021,,IEEE Xplore
,"Jaume Figueras i Jové;
Antoni Guasch i Petit;
Pau Fonseca i Casas;
Josep Casanovas-Garcia",2014,,IEEE Xplore
,Liqiang He,2010,,IEEE Xplore
,"Herui Cui;
Li Yang",2009,,IEEE Xplore
,Boudewijn R. Haverkort,2009,,IEEE Xplore
,"Tianren Luo;
Ning Cai;
Zheng Li;
Jinda Miao;
Zhipeng Pan;
Yuze Shen;
Zhigeng Pan;
Mingmin Zhang",2021,,IEEE Xplore
,"Yan-rong Shi;
Yong-qiang He",2021,,IEEE Xplore
,"M. Belaziz;
A. Bouras;
J.M. Brun",1998,,IEEE Xplore
,"Vijay D. Chaudhari;
Anil J. Patil;
Dhammanand J. Shirale;
Taha Raad Al-Shaikhli;
A Vijaya Kumar;
B. Eswaran",2024,,IEEE Xplore
,"Chung-Yuan Huang;
Sheng-Wen Wang;
Chuen-Tsai Sun",2011,,IEEE Xplore
,"Jiarui Si;
Hong Guo;
Ting Si;
Yin Yuan;
Tao Zhang;
Lizhi Hu;
Weimin Deng;
Xiaoxia Li",2021,,IEEE Xplore
,"Ryuya Uda;
Taeko Kotani",2023,,IEEE Xplore
,"Han Ruozhu;
Shui Linlin;
Shi Minyong",2009,,IEEE Xplore
,"Grace S. Tacadao;
Ramon Prudencio S. Toledo",2015,,IEEE Xplore
,"Hao Shangfu;
Zhang Xiao;
Sun Baili",2009,,IEEE Xplore
,"P. Voštinár;
J. Knežník",2020,,IEEE Xplore
,"Mohamed Elsayed;
Hatem Abdelkader;
Amira Abdelwahab",2020,,IEEE Xplore
,"Dave Murray-Rust;
Konstantinos Tsiakas",2022,,IEEE Xplore
,"Satendar Singh;
Akhilesh Tiwari;
Sanjay Rastogi;
Vaibhav Sharma",2021,,IEEE Xplore
,Bruno Buchberger,2006,,IEEE Xplore
,"Wei Zhang;
Shenggui Hong",2019,,IEEE Xplore
,"Chung Hsien Lan;
K. Robert Lai;
Chung Cheng Tseng",2009,,IEEE Xplore
,"Yuchao Zhang;
Sijun Bai;
Yuntao Guo",2010,,IEEE Xplore
,Zhang Yanyan,2023,,IEEE Xplore
,Mohammad Hamdaqa,2015,,IEEE Xplore
,"Ping Yu;
Hui Yuan;
Zhenbing Zhao",2008,,IEEE Xplore
,"Fanqi Yu;
Jieyu Pang;
Ronggang Wang",2022,,IEEE Xplore
,"Mukesh Madanan;
Saraswathy Shamini Gunasekaran;
Moamin A. Mahmoud",2023,,IEEE Xplore
,"Alfredo Petrosino;
Sankar K. Pal",2014,,IEEE Xplore
,Nat Ozarin,2008,,IEEE Xplore
,Nancy Lynch,2013,,IEEE Xplore
,"Md. Saddam Hossain Mukta;
Mohammed Eunus Ali;
Jalal Mahmud",2017,,IEEE Xplore
,"R. Dang;
T. Shibata;
M. Konaka;
S. Onga;
M. Kashiwagi",1981,,IEEE Xplore
,"Zhuojun Cai;
Hongjun Wang;
Hui Zhao;
Youjun Yue",2023,,IEEE Xplore
,"Mariko Shiromura;
Hiroshi Suzuki",2015,,IEEE Xplore
,Zeyang Zheng,2021,,IEEE Xplore
,"Huiling Ma;
Yongbin Zhang",2013,,IEEE Xplore
,"Thillai Manjari T;
S. Sreenivasa Chakravarthi;
S. Sountharrajan;
B. Narendra Kumar Rao;
E. Suganya;
M. Nivaashini",2023,,IEEE Xplore
,"Wenjuan Sun;
Hongli Yuan",2020,,IEEE Xplore
,"Ignasius Kenny Bagus;
Luwita;
Nasrullah;
Dina Fityria Murad",2021,,IEEE Xplore
,"Nannan Jiang;
Jianing Wang;
Xiaoting Yu;
Wenting Ma;
Lurong Sun",2023,,IEEE Xplore
,"Songyi Zhang;
Lin Lu",2022,,IEEE Xplore
,"Yash Kabra;
Shruti Sunil Upadhyay;
Ishani Thaware;
Kanchan Dhote",2023,,IEEE Xplore
,Ruchi Verma,2022,,IEEE Xplore
,"Deepak Oswal;
S.M. Sangve",2018,,IEEE Xplore
,"Woosung Choi;
Honggi Yeom;
Nakyong Ko",2022,,IEEE Xplore
,Xin Li,2011,,IEEE Xplore
,"Jianjian Lin;
Lihong Sun;
Jie Song",2020,,IEEE Xplore
,"Zeng Fanhua;
Fu Dongmei",2010,,IEEE Xplore
,"Narasimha Pai Kasturi;
P. Nishanth;
R. Rakshith;
V.R. Pavan;
K. Bhargavi",2020,,IEEE Xplore
,"Sunny Fugate;
Jeffrey Ellen;
Stuart Rubin",2010,,IEEE Xplore
,Zhang Fan,2011,,IEEE Xplore
,Ziying Sheng,2022,,IEEE Xplore
,"Soshya Joshi;
L.N.B. Srinivas",2024,,IEEE Xplore
,"Wang Ya-hui;
Gao Shunli;
Wu Bo;
Li Xia-xi;
Sun Jian-min;
Wang Jian-ling",2014,,IEEE Xplore
,"Fan Xiao;
Wu Nan",2024,,IEEE Xplore
,Scott Davidson,2015,,IEEE Xplore
,Tianyi Fan,2024,,IEEE Xplore
,"Chen Liang;
Xu Jinan;
Zhang Yujie",2012,,IEEE Xplore
,Paulo Bernardino Bastos,2022,,IEEE Xplore
,"Suganya G;
Ishika Naik;
Anika Jagati;
Heetakshi Fating;
Premalatha M",2022,,IEEE Xplore
,"Yuyuan Pu;
Kaisu Wu",2021,,IEEE Xplore
,Steve Russ,2016,,IEEE Xplore
,"Mila Lekoska;
Ivana Sedmakova;
Andreja Naumoski",2024,,IEEE Xplore
,Jiahao Yang,2022,,IEEE Xplore
,Stefanie Mueller,2018,,IEEE Xplore
,"Dennis Michael;
Erick Dazki;
Handri Santoso;
Richardus Eko Indrajit",2021,,IEEE Xplore
,Yang Gan,2022,,IEEE Xplore
,"Gengming Li;
Weiqing Lu",2010,,IEEE Xplore
,"Wang Weizhang;
Yan Xiangzhen",2011,,IEEE Xplore
,Lingfan Li,2022,,IEEE Xplore
,"Changsheng Zhu;
Zhiliang Wang",2010,,IEEE Xplore
,"Jinang Gandhi;
Sarah Gawde;
Arnab Ghorai;
Surekha Dholay",2021,,IEEE Xplore
,"Shuo Yin;
Guochang Huang;
Jun Zhao;
Quanxing Wen;
Xinlan Mi",2010,,IEEE Xplore
,"Shanguo Lv;
Hongli Chen",2014,,IEEE Xplore
,"K. Aoyama;
T. Nomoto",1999,,IEEE Xplore
,K. Rustan M. Leino,2024,,IEEE Xplore
,"Xu Li-juan;
Peng Xiao-yuan",2006,,IEEE Xplore
,"S. Drudi;
F. J. Litvack;
E. Chesini;
C. J. Rodríguez",2014,,IEEE Xplore
,"G.O. Glas;
J.G. Zola;
J.M. Denazis",2000,,IEEE Xplore
,T.R. Crews,1998,,IEEE Xplore
,"Meng Li;
Yinghong Wen",2015,,IEEE Xplore
,"Rahul Vishnoi;
J Bhuvana;
Monika Abrol",2024,,IEEE Xplore
,"Amélie Grenier;
Alaa AlZoubi;
Luke Feetham;
David Nam",2018,,IEEE Xplore
,"Rishabh Sharma;
Abhinav Mishra",2024,,IEEE Xplore
,"Liang Dong;
Hanwei Yu;
Weihua He",2006,,IEEE Xplore
,Mike Bursell,2022,,IEEE Xplore
,"Subodh Rajpopat;
Aswini Kumar Padhi;
Sunil Kumar",2023,,IEEE Xplore
,"Zhao Jun;
Zhang Li-Lun;
Song Jun-Qiang",2012,,IEEE Xplore
,"Dong-ru Ruan;
Tian-hong Meng;
Kai Gao",2016,,IEEE Xplore
,"Zhilan Song;
Yueyi Liu;
Yu Deng",2011,,IEEE Xplore
,"Zhang Jian;
Yu Sheng-sheng;
Li Xuan Yuan",2005,,IEEE Xplore
,"Jiangning Xie;
Xueqing Li;
Lei Tang",2012,,IEEE Xplore
,"Arshleen Kaur;
Vinay Kukreja;
Lisa Gopal;
Garima Verma;
Rishabh Sharma",2024,,IEEE Xplore
,"Salauddin Shanto;
Nazmul Haque",2024,,IEEE Xplore
,A.S. Jennings,2001,,IEEE Xplore
,"Aixia Guo;
Xiangjun Zou;
Haixin Zou;
Hongxing Peng",2009,,IEEE Xplore
,"Shweta Arora;
Kavita Ajay;
Lalit Mohan;
Ravindra Singh Koranga",2023,,IEEE Xplore
,"Jayde Paolo C. Mirandilla;
Edwin Sybingco;
John Anthony C. Jose;
Elmer P. Dadios",2022,,IEEE Xplore
,"Shiyong Ding;
Tianqing Chang;
Gang Xie",2010,,IEEE Xplore
,"Yanli Liang;
Tiantian Zheng;
Min Wang",2011,,IEEE Xplore
,"Dongru Liu;
Longfei Gao;
Zongyi Lyu",2021,,IEEE Xplore
,"Itaru Koike;
Kano Suzuki;
Toshiyuki Kinoshita",2019,,IEEE Xplore
,"Murat Atçeken;
Lütfü Hanoğlu;
Mehmet Ersin Bitirgen;
Bahadır K. Güntürk;
İbrahim Özşeker",2024,,IEEE Xplore
,Hong Liu,2022,,IEEE Xplore
,Shane Greenstein,2018,,IEEE Xplore
,Shaohui Fang,2022,,IEEE Xplore
,"S. Gomathi;
Delphia. I;
J. Vijayalakshmi",2021,,IEEE Xplore
,"Hao Kang;
Ting Ai;
Qiuyan Tian;
Qiaoling Zhang",2018,,IEEE Xplore
,Levent Yilmaz,2009,,IEEE Xplore
,Joel R. Primack,2012,,IEEE Xplore
,"Chen Miao;
Zhu Chenghua",2014,,IEEE Xplore
,"C. Senthilkumar;
Dinokumar Kongkham;
Beenarani B B;
P. Nirmala;
S. Joshua Kumaresan",2024,,IEEE Xplore
,"Yu Ding;
Xutong Wang;
Guansheng Shen;
Jianwei Zhang;
Shaokun Li",2021,,IEEE Xplore
,"ASLK Gopalamma;
Gandreti Gowtham Patnaik;
Pediredla Karthik;
Peyyala Mohan;
Katari Venkatesh;
S Ramana Kumar Joga",2024,,IEEE Xplore
